"UpStream Pay cache", "Cache UpStream Pay"
"API token, cache must never be disabled. Should only be cleaned / flushed if needed.", "Token d'API, le cache ne doit jamais être désactivé. Le cache ne doit être clean ou flush que si nécessaire."
